0	CD
0th	NN
1	LS
1st	JJ
1th	JJ
2	LS
2nd	JJ
2th	JJ
3	LS
3rd	JJ
3th	JJ
4	LS
4th	JJ
5	CD
5th	NN
6	CD
6th	JJ
7	CD
7th	JJ
8	CD
8th	JJ
9	CD
9th	JJ
A	DT
AA	NN
AAA	NNP
AB	NNP
ABA	NNP
ABC	NNP
ABM	NNP
ABS	NN
AC	NN
ACLU	NNP
ACT	NN
ACTH	NN
AD	NN
ADC	NNP
ADD	NNP
ADM	NNP
ADP	NN
AF	NN
AFAIK	NNP
AFB	NNP
AFC	NNP
AFDC	NNP
AFN	NNP
AFT	NNP
AI	NNP
AIDS	NNP
AK	NNP
AL	NNP
AM	NNP
AMA	NNP
AMD	NNP
ANSI	NNP
ANZUS	NNP
AOL	NNP
AP	NN
APB	NNP
APC	NN
API	NN
APO	NN
APR	NN
AR	NN
ARC	NNP
ASAP	NNP
ASCII	NNP
ASL	NNP
ASPCA	NNP
ATM	NNP
ATP	NN
ATV	NNP
AV	NNP
AVI	NNP
AWACS	NNP
AWOL	NNP
AWS	NNP
AZ	NNP
AZT	NNP
Aachen	NNP
Aaliyah	NNP
Aaron	NNP
Abbas	NNP
Abbasid	NN
Abbott	NNP
Abby	NNP
Abdul	NNP
Abe	NN
Abel	NNP
Abelard	NNP
Abelson	NN
Aberdeen	NNP
Abernathy	NNP
Abidjan	NNP
Abigail	NNP
Abilene	NNP
Abner	NNP
Aborigine	NNP
Abraham	NNP
Abram	NNP
Abrams	NNP
Absalom	NNP
Abuja	NNP
Abyssinia	NNP
Abyssinian	JJ
Ac	NN
Acadia	NNP
Acapulco	NNP
Accenture	NNP
Accra	NNP
Acevedo	NNP
Achaean	NN
Achebe	NNP
Achernar	NNP
Acheson	NNP
Achilles	NNPS
Aconcagua	NNP
Acosta	NNP
Acropolis	NNP
Acrux	NNP
Actaeon	NNP
Acton	NNP
Acts	NNS
Acuff	NNP
Ada	NNP
Adam	NNP
Adams	NNP
Adan	NNP
Adana	NNP
Adar	NNP
Addams	NNP
Adderley	NNP
Addie	NNP
Addison	NNP
Adela	NNP
Adelaide	NNP
Adele	NNP
Adeline	NNP
Aden	NNP
Adenauer	NNP
Adhara	NNP
Adidas	NNP
Adirondack	NNP
Adirondacks	NNP
Adkins	NNS
Adler	NNP
Adm	NNP
Admiralty	NNP
Adolf	NNP
Adolfo	NNP
Adolph	NNP
Adonis	NNP
Adrenalin	NNP
Adrian	NNP
Adriana	NNP
Adriatic	NNP
Adrienne	NNP
Advent	NNP
Adventist	NNP
Advil	NNP
Aegean	NNP
Aelfric	NNP
Aeneas	NNP
Aeneid	NNP
Aeolus	NNP
Aeroflot	NNP
Aeschylus	NNP
Aesculapius	NNP
Aesop	NNP
Afghan	NNP
Afghani	NNP
Afghanistan	NNP
Afr	NNP
Africa	NNP
African	NNP
Afrikaans	NNP
Afrikaner	NNP
Afro	NNP
Afrocentric	NNP
Afrocentrism	NNP
Ag	NN
Agamemnon	NNP
Agana	NNP
Agassi	NNP
Agassiz	NNP
Agatha	NNP
Aggie	NNP
Aglaia	NNP
Agnes	NNP
Agnew	NNP
Agni	NNP
Agra	NNP
Agricola	NNP
Agrippa	NNP
Agrippina	NNP
Aguascalientes	NNP
Aguilar	NNP
Aguinaldo	NNP
Aguirre	NNP
Agustin	NNP
Ahab	NNP
Ahmad	NNP
Ahmadabad	NNP
Ahmadinejad	NNP
Ahmed	NNP
Ahriman	NNP
Aida	NNP
Aiken	NNP
Aileen	NNP
Aimee	NNP
Ainu	NNP
Airedale	NNP
Aires	NNP
Aisha	NNP
Ajax	NNP
Akbar	NNP
Akhmatova	NNP
Akihito	NNP
Akita	NN
Akiva	NNP
Akkad	NNP
Akron	NNP
Al	NNP
Ala	NNP
