come	VBN
get	VB
give	VB
go	VB
keep	VB
let	VB
make	VB
put	VBN
seem	VB
take	VB
be	VB
do	VB
have	VB
say	VB
see	VB
send	VB
may	MD
will	MD
about	RB
across	IN
after	IN
against	IN
among	IN
at	IN
before	RB
between	IN
by	IN
down	RB
from	IN
in	IN
off	RB
on	IN
over	IN
through	IN
to	TO
under	IN
up	RB
with	IN
as	RB
for	IN
of	IN
till	IN
than	IN
a	DT
the	DT
all	DT
any	DT
every	DT
little	RB
much	RB
no	DT
other	JJ
some	DT
such	JJ
that	DT
this	DT
I	PRP
he	PRP
you	PRP
who	WP
and	CC
because	RB
but	CC
or	CC
if	IN
though	RB
while	IN
how	WRB
when	WRB
where	WRB
why	WRB
again	RB
ever	RB
far	RB
forward	RB
here	RB
near	IN
now	RB
out	RB
still	RB
then	RB
there	RB
together	RB
well	RB
almost	RB
enough	RB
even	RB
not	RB
only	RB
quite	RB
so	RB
very	RB
tomorrow	NN
yesterday	NN
north	RB
south	RB
east	RB
west	NN
please	VB
yes	RB
account	NN
act	NN
addition	NN
adjustment	NN
advertisement	NN
agreement	NN
air	NN
amount	NN
amusement	NN
animal	NN
answer	NN
apparatus	NN
approval	NN
argument	NN
art	NN
attack	NN
attempt	NN
attention	NN
attraction	NN
authority	NN
back	RB
balance	NN
base	NN
behavior	NN
belief	NN
birth	NN
bit	NN
bite	NN
blood	NN
blow	NN
body	NN
brass	NN
bread	NN
breath	NN
brother	NN
building	NN
burn	VB
burst	NN
business	NN
butter	NN
canvas	NN
care	NN
cause	NN
chalk	NN
chance	NN
change	NN
cloth	NN
coal	NN
color	NN
comfort	NN
committee	NN
company	NN
comparison	NN
competition	NN
condition	NN
connection	NN
control	NN
cook	NN
copper	NN
copy	NN
cork	NN
cotton	NN
cough	NN
country	NN
cover	NN
crack	NN
credit	NN
crime	NN
crush	NN
cry	NN
current	JJ
curve	NN
damage	NN
danger	NN
daughter	NN
day	NN
death	NN
debt	NN
decision	NN
degree	NN
design	NN
desire	NN
destruction	NN
detail	NN
development	NN
digestion	NN
direction	NN
discovery	NN
discussion	NN
disease	NN
disgust	NN
distance	NN
distribution	NN
division	NN
doubt	NN
drink	NN
driving	VBG
dust	NN
earth	NN
edge	NN
education	NN
effect	NN
end	NN
error	NN
event	NN
example	NN
exchange	NN
existence	NN
expansion	NN
experience	NN
expert	NN
fact	NN
fall	NN
family	NN
father	NN
fear	NN
feeling	NN
fiction	NN
field	NN
fight	NN
fire	NN
flame	NN
flight	NN
flower	NN
fold	NN
food	NN
force	NN
form	NN
friend	NN
front	NN
fruit	NN
glass	NN
gold	NN
government	NN
grain	NN
grass	NN
grip	NN
group	NN
growth	NN
guide	NN
harbor	NN
harmony	NN
hate	NN
hearing	NN
heat	NN
help	NN
history	NN
hole	NN
hope	NN
hour	NN
humor	NN
ice	NN
idea	NN
impulse	NN
increase	NN
industry	NN
ink	NN
insect	NN
instrument	NN
insurance	NN
interest	NN
invention	NN
iron	NN
jelly	RB
join	VB
journey	NN
judge	NN
jump	NN
kick	NN
kiss	NN
knowledge	NN
land	NN
language	NN
laugh	NN
law	NN
lead	NN
learning	VBG
leather	NN
letter	NN
level	NN
lift	NN
light	NN
limit	NN
linen	NN
liquid	NN
list	NN
look	NN
loss	NN
love	NN
machine	NN
man	NN
manager	NN
mark	NN
market	NN
mass	NN
meal	NN
measure	NN
meat	NN
meeting	NN
memory	NN
metal	NN
middle	NN
milk	NN
mind	NN
mine	NN
minute	NN
mist	NN
money	NN
month	NN
morning	NN
mother	NN
motion	NN
mountain	NN
move	NN
music	NN
name	NN
nation	NN
need	NN
news	NN
night	NN
noise	NN
note	NN
number	NN
observation	NN
offer	NN
oil	NN
operation	NN
opinion	NN
order	NN
organization	NN
ornament	NN
owner	NN
page	NN
pain	NN
paint	NN
paper	NN
part	NN
paste	VB
payment	NN
peace	NN
person	NN
place	NN
plant	NN
play	NN
pleasure	NN
point	NN
poison	NN
polish	NN
porter	NN
position	NN
powder	NN
power	NN
price	NN
print	NN
process	NN
produce	VB
profit	NN
property	NN
prose	NN
protest	NN
pull	NN
punishment	NN
purpose	NN
push	NN
quality	NN
question	NN
rain	NN
range	NN
rate	NN
ray	NN
reaction	NN
reading	NN
reason	NN
record	NN
regret	NN
relation	NN
religion	NN
representative	NN
request	NN
respect	NN
rest	NN
reward	NN
rhythm	NN
rice	NN
river	NN
road	NN
roll	NN
room	NN
rub	NN
rule	NN
run	NN
salt	NN
sand	NN
scale	NN
science	NN
sea	NN
seat	NN
secretary	NN
selection	NN
self	NN
sense	NN
servant	NN
sex	NN
shade	NN
shake	NN
shame	NN
shock	NN
side	NN
sign	NN
silk	NN
silver	NN
sister	NN
size	NN
sky	NN
sleep	NN
slip	NN
slope	NN
smash	NN
smell	NN
smile	NN
smoke	NN
sneeze	NN
snow	NN
soap	NN
society	NN
son	NN
song	NN
sort	NN
sound	NN
soup	NN
space	NN
stage	NN
start	NN
statement	NN
steam	NN
steel	NN
step	NN
stitch	NN
stone	NN
stop	NN
story	NN
stretch	NN
structure	NN
substance	NN
sugar	NN
suggestion	NN
summer	NN
support	NN
surprise	NN
swim	VBP
system	NN
talk	NN
taste	NN
tax	NN
teaching	NN
tendency	NN
test	NN
theory	NN
thing	NN
thought	NN
thunder	NN
time	NN
tin	NN
top	NN
touch	NN
trade	NN
transport	NN
trick	NN
trouble	NN
turn	NN
twist	NN
unit	NN
use	NN
value	NN
verse	NN
vessel	NN
view	NN
voice	NN
walk	NN
war	NN
wash	NN
waste	NN
water	NN
wave	NN
wax	NN
way	NN
weather	NN
week	NN
weight	NN
wind	NN
wine	NN
winter	NN
woman	NN
wood	NN
wool	NN
word	NN
work	NN
wound	NN
writing	VBG
year	NN
angle	NN
ant	NN
apple	NN
arch	NN
arm	NN
army	NN
baby	NN
bag	NN
ball	NN
band	NN
basin	NN
basket	NN
bath	NN
bed	NN
bee	NN
bell	NN
berry	NN
bird	NN
blade	NN
board	NN
boat	NN
bone	NN
book	NN
boot	NN
bottle	NN
box	NN
boy	NN
brain	NN
brake	NNP
branch	NN
brick	NN
bridge	NN
brush	NN
bucket	NN
bulb	NN
button	NN
cake	NN
camera	NN
card	NN
cart	NN
carriage	NN
cat	NN
chain	NN
cheese	NN
chest	NN
chin	NN
church	NN
circle	NN
clock	NN
cloud	NN
coat	NN
collar	NN
comb	NN
cord	NN
cow	NN
cup	NN
curtain	NN
cushion	NN
dog	NN
door	NN
drain	NN
drawer	NN
dress	NN
drop	NN
ear	NN
egg	NN
engine	NN
eye	NN
face	NN
farm	NN
feather	NN
finger	NN
fish	NN
flag	NN
floor	NN
fly	NN
foot	NN
fork	NN
fowl	NN
frame	NN
garden	NN
girl	NN
glove	NN
goat	NN
gun	NN
hair	NN
hammer	NN
hand	NN
hat	NN
head	NN
heart	NN
hook	NN
horn	NN
horse	NN
hospital	NN
house	NN
island	NN
jewel	NN
kettle	NN
key	NN
knee	NN
knife	NN
knot	NN
leaf	NN
leg	NN
library	NN
line	NN
lip	NN
lock	NN
map	NN
match	NN
monkey	NN
moon	NN
mouth	NN
muscle	NN
nail	NN
neck	NN
needle	NN
nerve	NN
net	NN
nose	NN
nut	NN
office	NN
orange	NN
oven	NN
.	.
parcel	NN
pen	NN
pencil	NN
picture	NN
pig	NN
pin	NN
pipe	NN
plane	NN
plate	NN
plough/plow	NN
pocket	NN
pot	NN
potato	NN
prison	NN
pump	NN
rail	NN
rat	NN
receipt	NN
ring	NN
rod	NN
roof	NN
root	NN
sail	NN
school	NN
scissors	NNS
screw	NN
seed	NN
sheep	NN
shelf	NN
ship	NN
shirt	NN
shoe	NN
skin	NN
skirt	NN
snake	NN
sock	NN
spade	NN
sponge	NN
spoon	NN
spring	NN
square	NN
stamp	NN
star	NN
station	NN
stem	NN
stick	NN
stocking	VBG
stomach	NN
store	NN
street	NN
sun	NN
table	NN
tail	NN
thread	NN
throat	NN
thumb	NN
ticket	NN
toe	NN
tongue	NN
tooth	NN
town	NN
train	NN
tray	NN
tree	NN
trousers	NNS
umbrella	NN
wall	NN
watch	NN
wheel	NN
whip	NN
whistle	VB
window	NN
wing	NN
wire	NN
worm	NN
able	JJ
acid	NN
angry	JJ
automatic	JJ
beautiful	JJ
black	JJ
boiling	VBG
bright	JJ
broken	VBN
brown	JJ
cheap	RB
chemical	NN
chief	NN
clean	JJ
clear	JJ
common	JJ
complex	NN
conscious	JJ
cut	NN
deep	RB
dependent	JJ
early	RB
elastic	JJ
electric	JJ
equal	JJ
fertile	JJ
first	RB
fixed	VBN
flat	JJ
free	JJ
frequent	JJ
full	JJ
general	JJ
good	JJ
great	JJ
grey/gray	NN
hanging	VBG
happy	JJ
hard	RB
healthy	JJ
high	RB
hollow	JJ
important	JJ
kind	NN
like	IN
living	NN
long	RB
male	NN
married	VBN
material	NN
medical	JJ
military	JJ
natural	JJ
necessary	JJ
new	JJ
normal	JJ
open	JJ
parallel	NN
past	NN
physical	JJ
political	JJ
poor	JJ
possible	JJ
present	JJ
private	JJ
probable	JJ
quick	JJ
quiet	JJ
ready	JJ
red	JJ
regular	JJ
responsible	JJ
right	RB
round	NN
same	JJ
second	JJ
separate	JJ
serious	JJ
sharp	JJ
smooth	NN
sticky	JJ
stiff	JJ
straight	RB
strong	JJ
sudden	JJ
sweet	JJ
tall	JJ
thick	JJ
tight	RB
tired	VBN
true	JJ
violent	JJ
waiting	VBG
warm	JJ
wet	JJ
wide	JJ
wise	JJ
yellow	JJ
young	JJ
awake	RB
bad	JJ
bent	JJ
bitter	JJ
blue	JJ
certain	JJ
cold	JJ
complete	JJ
cruel	JJ
dark	JJ
dead	JJ
dear	RB
delicate	JJ
different	JJ
dirty	JJ
dry	JJ
false	JJ
feeble	JJ
female	NN
foolish	JJ
future	NN
green	JJ
ill	RB
last	JJ
late	RB
left	RB
loose	RB
loud	RB
low	JJ
mixed	JJ
narrow	JJ
old	JJ
opposite	JJ
public	NN
rough	JJ
sad	JJ
safe	JJ
secret	NN
short	RB
shut	VBN
simple	JJ
slow	JJ
small	JJ
soft	JJ
solid	JJ
special	JJ
strange	JJ
thin	JJ
white	JJ
wrong	JJ
