a	DT
appear	VBP
bill	NN
captain	NN
complete	JJ
able	JJ
apple	NN
birds	NNS
car	NN
compound	NN
about	RB
are	VBP
bit	NN
care	NN
conditions	NNS
above	IN
area	NN
black	JJ
carefully	RB
consider	VB
across	IN
arms	NNS
block	VBP
carry	VB
consonant	JJ
act	NN
army	NN
blood	NN
case	NN
contain	VBP
action	NN
around	IN
blow	NN
cat	NN
continued	VBD
actually	RB
arrived	VBN
blue	JJ
catch	NN
control	NN
add	VBP
art	NN
board	NN
cattle	NNS
cook	VBP
addition	NN
as	IN
boat	NN
caught	VBD
cool	JJ
adjective	JJ
ask	VB
body	NN
cause	NN
copy	NN
afraid	JJ
at	IN
bones	NNS
cells	NNS
corn	NN
Africa	NNP
away	RB
book	NN
center	NN
corner	NN
after	IN
baby	NN
born	VBN
cents	NNS
correct	JJ
again	RB
back	RB
both	DT
century	NN
cost	NN
against	IN
bad	JJ
bottom	JJ
certain	JJ
cotton	NN
age	NN
ball	NN
bought	VBD
chance	NN
could	MD
ago	RB
bank	NN
box	NN
change	NN
couldn't	MD
agreed	VBD
base	NN
boy	NN
chart	NN
count	NN
ahead	RB
be	VB
branches	NNS
check	VB
country	NN
air	NN
bear	NN
break	NN
chief	JJ
course	NN
all	DT
beat	VB
bright	JJ
child	NN
covered	VBD
allow	VB
beautiful	JJ
bring	VB
children	NNS
cows	NNS
almost	RB
became	VBD
British	JJ
choose	VB
create	VB
alone	RB
because	IN
broken	JJ
church	NN
cried	VBD
along	IN
become	VBN
brother	NN
circle	NN
crops	NNS
already	RB
bed	NN
brought	VBD
city	NN
cross	NN
also	RB
been	VBN
brown	JJ
class	NN
crowd	NN
although	IN
before	IN
build	VB
clean	JJ
current	JJ
always	RB
began	VBD
building	VBG
clear	JJ
cut	NN
am	VBP
begin	VB
built	VBN
climbed	VBD
dance	NN
America	NNP
behind	IN
burning	VBG
close	JJ
dark	NN
among	IN
being	VBG
business	NN
clothes	NNS
day	NN
amount	VB
believe	VB
but	CC
cloud	VB
dead	JJ
an	DT
bell	NN
buy	VB
coast	NN
deal	NN
and	CC
belong	VB
by	IN
cold	JJ
death	NN
angle	NN
below	IN
called	VBN
color	NN
decided	VBD
animal	NN
beside	IN
came	VBD
column	NN
decimal	JJ
another	DT
best	JJS
can	MD
come	VB
deep	JJ
answer	NN
better	RBR
can	MD
not	RB
common	JJ
describe	VBP
any	DT
between	IN
can't	MD
company	NN
desert	NN
anything	NN
big	JJ
capital	NN
compare	VB
design	NN
details	NNS
end	VBP
felt	VBN
get	VB
hit	VBN
determine	VB
energy	NN
few	JJ
girl	NN
hoe	NN
developed	VBD
engine	NN
field	NN
give	VBP
hold	VB
dictionary	NN
England	NNP
fig	NN
glass	NN
hole	NN
did	VBD
English	NNP
fight	VB
go	VB
home	NN
didn't	VBD
enjoy	VB
figure	NN
God	NNP
hope	NN
died	VBD
enough	RB
filled	VBN
gold	NN
horse	NN
difference	NN
entered	VBD
finally	RB
gone	VBN
hot	JJ
different	JJ
entire	JJ
find	VB
good	JJ
hours	NNS
difficult	JJ
equal	JJ
fine	NN
got	VBD
house	NN
direct	JJ
equation	NN
fingers	NNS
government	NN
how	WRB
direction	NN
especially	RB
finished	VBD
grass	NN
however	RB
discovered	VBN
Europe	NNP
fire	NN
great	JJ
huge	JJ
distance	NN
even	RB
first	JJ
Greek	JJ
human	JJ
divided	VBN
evening	NN
fish	NN
green	JJ
hundred	CD
division	NN
ever	RB
fit	JJ
grew	VBD
hunting	NN
do	VBP
every	DT
five	CD
ground	NN
I	PRP
doctor	VBP
everyone	NN
flat	JJ
group	NN
ice	NN
does	VBZ
everything	NN
floor	NN
grow	VB
idea	NN
doesn't	VBZ
exactly	RB
flow	VB
guess	NN
if	IN
dog	NN
example	NN
flowers	NNS
gun	NN
I'll	PRP
dollars	NNS
except	IN
fly	NN
had	VBD
important	JJ
done	VBN
exciting	JJ
follow	VB
hair	NN
in	IN
don't	VBP
exercise	VB
food	NN
half	NN
inches	NNS
door	NN
expect	VBP
foot	NN
hand	NN
include	VBP
down	RP
experience	NN
for	IN
happened	VBN
increase	NN
draw	NN
experiment	NN
force	NN
happy	JJ
Indian	JJ
drawing	NN
explain	VBP
forest	NN
hard	JJ
indicate	VBP
dress	NN
express	VBP
form	NN
has	VBZ
industry	NN
drive	NN
eyes	NNS
forward	RB
hat	NN
information	NN
drop	NN
face	NN
found	VBN
have	VBP
insects	NNS
dry	JJ
fact	NN
four	CD
he	PRP
inside	RB
during	IN
factories	NNS
fraction	NN
head	NN
instead	RB
each	DT
factors	NNS
France	NNP
hear	VB
instruments	NNS
early	RB
fair	JJ
free	JJ
heard	VBN
interest	NN
ears	NNS
fall	VBP
French	JJ
heart	NN
interesting	JJ
earth	NN
family	NN
fresh	JJ
heat	NN
into	IN
east	JJ
famous	JJ
friends	NNS
heavy	JJ
iron	NN
easy	JJ
far	RB
from	IN
held	VBN
is	VBZ
eat	VB
farm	NN
front	JJ
help	NN
island	NN
edge	NN
farmers	NNS
fruit	NN
